663,723,712,775,810,827,902,1074,1176,1221,1278,1406,1478,1655,1652,1743,1888,2387,2861,3532,4388,5317,6055,6638,7143,7342,7681,8433,9063,8799,8344,6687,4930,3499,2297,1563,1073,816,700,676,609,651,615,566,550,578,533,490,493,533,462,479,531,512,529,521,542,482,545,502,500
702,709,753,770,862,1001,1090,1186,1297,1499,1643,1859,2125,2515,2442,2340,2052,2032,2077,2287,2526,2941,3944,4521,5099,5302,5640,6577,7504,8031,8087,6788,4958,3316,2154,1371,1034,892,735,613,577,557,575,516,516,566,529,536,560,519,533,483,475,507,526,481,449,498,561,523,528
683,705,793,1041,1265,1424,1443,1608,1821,2118,2358,3091,3671,4134,4466,3907,2986,2511,2200,1846,1993,2081,2510,3148,3470,3742,3844,4561,5464,5902,5876,5397,4250,2571,1784,1231,1002,850,736,729,577,574,524,590,516,534,545,538,491,492,509,510,502,490,503,487,504,494,523,533,490
802,826,1007,1152,1480,1822,2091,2276,2701,3026,3512,4102,5254,6108,5969,5056,3713,3025,2343,1965,1593,1572,1773,2048,2310,2565,2665,2910,3386,3543,3716,3529,3001,2097,1478,1181,996,789,735,620,584,607,559,556,532,551,511,534,546,526,533,500,516,493,551,505,473,505,529,557,525
799,952,1215,1394,1819,2228,2588,3084,3584,4189,4515,5575,6705,7665,7128,5899,4584,3314,2574,1787,1393,1227,1254,1394,1530,1511,1549,1640,1687,1780,1789,1596,1471,1181,1030,944,858,793,686,633,580,597,582,556,553,593,516,523,571,511,506,459,511,548,511,457,506,467,463,502,503
835,998,1207,1551,1960,2417,2904,3287,3732,4128,4519,5518,6735,7921,7537,6501,5017,3660,2507,1969,1426,1232,1051,1165,1163,1188,1161,1219,1091,1137,1111,1012,881,820,750,729,724,683,602,622,568,571,558,566,544,524,539,570,510,521,552,531,549,516,487,503,516,508,513,511,508
749,1030,1303,1667,2246,2587,3099,3485,4124,4581,4999,5570,7062,8231,8651,7538,6027,4509,3333,2469,1768,1480,1150,1073,1189,1158,1207,1191,1208,1176,1137,908,846,718,690,698,660,620,651,613,602,622,621,599,561,545,534,524,525,542,557,502,488,489,527,519,551,556,503,500,465
827,1163,1515,1916,2228,2720,3209,3811,4404,4948,5099,5399,6531,7728,8520,8474,6970,5323,3904,2536,1767,1368,1189,1234,1312,1425,1614,1954,2225,2263,1930,1488,1128,841,796,759,694,734,796,876,994,856,698,629,582,577,583,500,518,541,580,533,528,531,517,477,515,508,529,514,519
1037,1344,1811,2495,2773,2944,3319,3437,3842,4061,4598,4906,5677,6955,7858,8195,6961,5706,4112,2801,2030,1552,1385,1558,1795,2097,2718,3454,3949,4009,3175,2251,1351,1008,924,834,806,993,1103,1507,1685,1237,792,661,635,561,585,549,586,558,541,539,545,565,549,601,592,582,546,518,487
1377,1772,2555,3355,3756,3579,3019,2825,2812,3006,3438,4085,4820,5661,6783,7339,7090,6170,5037,3781,2972,2173,2086,2295,2861,3837,5032,5889,6222,5923,4665,2765,1543,1019,990,938,1025,1278,1619,1973,2091,1423,860,707,634,611,552,528,569,562,523,639,553,552,526,493,562,550,562,535,522
